Video_ID,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,cluster,View Count,Like Count,Comment Count
2v29gYhPgkI,0.355,0.0,0.0,0.045,1.5699999999999998,1.35,0.51,2.0,1.355,0.675,0.165,0.07,0.8300000000000001,0.0,0.5,0.355,0.315,0,199869,3143,262
2w7MEv0-yMs,0.89,0.0,0.35,0.0,0.42,0.53,0.85,0.72,0.16,1.5,0.29,1.28,0.0,0.25,0.0,0.62,0.0,1,28962,840,81
2xLHVJNTjn4,2.35,2.96,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.21,0.13,0.0,0.0,0.0,1.53,0.85,0.33,2,9357,62,25
2xzBWVrG27M,0.72,0.0,0.0,0.69,1.15,0.0,0.0,1.14,1.37,0.04,0.0,0.52,1.42,0.45,1.37,0.0,0.0,1,16133,710,258
30NXj6O44r8,1.62,2.11,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.04,0.0,0.0,2.41,2.81,0.0,2,9144,442,32
30f7VYKKd2s,0.0,0.0,0.0,0.0,2.34,2.42,0.0,1.46,3.07,0.89,0.0,0.0,0.0,0.0,3.38,0.21,0.27,0,120424,5269,543
32nRdJOPP-4,0.01,0.0,0.0,0.0,0.46,0.0,0.19,0.25,0.6,0.75,0.0,0.0,0.21,0.0,0.52,0.93,0.65,1,39633,338,15
33Q14vlsZqo,1.285,1.45,0.0,0.12,0.74,1.065,0.08,0.8799999999999999,0.95,0.49,0.065,0.435,0.0,0.055,1.595,1.87,0.415,2,1575,45,14
34VMEMaI3vw,1.62,0.585,0.8725,0.9075,0.59,0.5575,0.325,0.9425,0.515,0.7625,0.4599999999999999,0.0375,0.4225,0.0,1.7575,0.865,0.0,1,4589,254,29
35THbgakNBk,1.0733333333333333,0.1533333333333333,1.596666666666667,1.1266666666666667,0.64,0.9933333333333332,0.2433333333333333,0.4533333333333333,1.17,0.4866666666666666,0.6233333333333334,0.3633333333333333,0.0,0.0533333333333333,0.7266666666666666,0.0,0.2066666666666666,1,147850,8411,1212
37rYKJfsYmo,0.7257142857142858,0.1785714285714285,0.3914285714285714,0.39,1.39,0.39,0.5857142857142856,2.1885714285714286,1.634285714285714,0.6757142857142856,0.5085714285714286,0.0,0.2185714285714285,0.03,1.9057142857142857,1.002857142857143,0.7685714285714286,0,515862,21705,1924
39s28fwxQfM,0.8200000000000001,0.115,0.86,1.195,0.245,0.7949999999999999,0.545,0.445,0.81,0.06,0.2299999999999999,0.375,0.255,0.0,1.315,1.025,0.0,1,657818,13023,680
3B3unElpNwQ,1.44,1.77,0.0,1.04,0.0,0.62,0.0,0.0,0.0,0.0,0.75,2.01,0.0,0.0,0.0,0.0,0.0,2,558416,13397,2886
3DJpy-yikrc,0.8125,0.0575,0.8475,1.2025,0.3774999999999999,0.825,0.1425,1.0775,0.595,0.4425,0.8125,0.765,0.475,1.2325,0.675,0.685,0.25,1,23313,643,308
3DUQ5TCoQyk,1.23,0.0,0.61,0.43,0.0,0.0,0.65,1.33,0.0,1.42,1.66,0.0,0.0,0.0,1.25,0.03,0.0,1,13651,562,145
3GfHcEvWfIo,0.1966666666666666,0.0733333333333333,0.1899999999999999,0.0133333333333333,0.6233333333333333,1.4433333333333334,0.1399999999999999,0.47,0.7466666666666666,0.6666666666666666,0.1666666666666666,0.0,0.2466666666666666,0.0,2.2333333333333334,1.3633333333333333,0.0333333333333333,1,62349,1307,226
3GkauoR2xgE,0.4022222222222222,0.0366666666666666,0.1722222222222222,0.1711111111111111,1.1844444444444444,1.1055555555555554,0.35,0.9622222222222222,1.5811111111111111,0.9188888888888888,0.2433333333333333,0.0844444444444444,0.7077777777777778,0.0811111111111111,1.3766666666666667,0.5988888888888889,1.0577777777777777,0,1947484,82851,2580
3Lz2ntvDBFQ,0.3766666666666666,0.4166666666666667,0.0366666666666666,0.53,0.0266666666666666,0.13,0.16,0.3999999999999999,0.6666666666666666,0.1233333333333333,0.0833333333333333,0.0,0.1633333333333333,0.0,0.94,0.5299999999999999,0.3366666666666666,1,53598,681,174
3NHSsHi3h0M,0.4975,0.29,0.3441666666666667,0.4266666666666667,0.375,0.8108333333333334,0.265,0.3991666666666666,0.9516666666666668,0.9116666666666666,0.3216666666666667,0.2358333333333333,0.4966666666666666,0.2691666666666666,0.6183333333333333,0.3441666666666667,0.3075,1,2727836,73142,7557
3QFkmOO9Tl8,0.54,0.0,0.9225,0.5,0.9675,0.61,0.3725,1.435,1.4225,1.0675,0.0,0.01,0.4375,0.035,1.5775,0.7875,0.125,0,135281,5183,523
3Qfr55KRGgE,0.13,0.06,0.0,0.0,1.68,1.62,0.0,1.49,1.85,1.38,0.0,0.0,0.0,0.0,2.34,0.74,0.0,0,8758,728,106
3TxugOC8su0,0.355,0.305,0.0,0.44,1.63,1.27,0.0,1.17,3.205,1.035,0.0,0.0,0.0,0.0,2.265,0.0,0.0,0,6205396,214416,0
3UI99FyrUc4,0.7066666666666667,0.7933333333333333,0.2666666666666666,2.0,1.1733333333333331,0.9733333333333332,0.4066666666666667,1.66,1.7233333333333334,1.36,0.0699999999999999,0.0,0.7699999999999999,0.11,2.3366666666666664,0.9266666666666666,0.7666666666666666,0,5310,246,34
3_ms_C3ElA0,1.2,0.0,1.29,0.89,0.99,1.42,0.0,0.36,0.81,1.48,0.7,0.98,0.35,0.43,0.0,0.0,0.0,1,1731871,38107,3206
3b6lSIIqnUs,0.2021739130434783,0.0565217391304347,0.1821739130434782,0.3382608695652173,1.2630434782608695,0.4143478260869566,0.8773913043478261,1.1452173913043475,1.387391304347826,0.6856521739130435,0.2365217391304347,0.108695652173913,0.2682608695652174,0.0399999999999999,0.5582608695652174,0.2230434782608695,0.0143478260869565,1,8952,108,9
3bZp6Tauo5c,0.48,0.0,0.0,0.0,1.01,0.3,0.0,0.76,1.22,1.25,0.0,0.02,0.27,0.0,0.04,0.0,0.0,1,2893,77,10
3eWmsTsgWkQ,0.965,0.865,0.26,2.175,0.545,0.93,0.13,0.425,1.03,0.315,1.2,0.635,0.23,0.0,1.855,1.365,0.0,2,45308,3684,291
3fPIsGv3eik,1.89,1.67,0.0,1.75,2.29,1.46,0.0,2.32,3.39,1.67,0.0,0.0,1.07,0.01,2.81,0.33,0.0,0,82946,4849,332
3hc7N_uOHdw,0.02,0.2,0.005,0.0,2.015,0.98,0.5,2.04,2.62,1.595,0.085,0.0,0.325,0.17,3.495,0.755,1.85,0,1672973,36100,3367
3kftPeWMvLk,0.39,0.0,0.55,0.4425,0.265,1.455,0.5750000000000001,0.5725,0.0225,0.0875,0.3875,0.2025,0.1925,0.1075,0.3325,0.4425,0.08,1,54740,2662,356
3ksZkJHTlOc,0.184,0.0,0.0,0.4,0.662,1.116,0.33,0.8099999999999999,0.5680000000000001,0.4779999999999999,0.434,0.026,0.618,0.186,0.53,0.8039999999999999,0.248,1,6103,204,40
3n1nspLgfd4,1.37,1.07,0.32,1.3,0.0,0.0,0.0,0.3399999999999999,0.615,0.025,0.49,0.605,0.465,0.0,1.57,1.685,0.015,2,156273,6998,244
3oTOIi8ysLo,0.21,0.0,2.77,0.83,1.18,2.1,0.16,0.04,0.91,0.58,0.0,0.0,0.0,1.19,0.0,0.0,0.0,1,11622,163,90
3rKffuFJYNk,1.17,0.5,0.45,0.0,0.41,1.07,0.09,0.23,0.42,0.82,0.92,0.0,0.0,0.0,0.81,0.03,0.0,1,74965,4692,516
3sNSRgq-4l8,1.22,0.0,0.855,1.22,0.205,0.0,0.185,0.72,0.215,0.23,0.38,0.27,0.0,0.0,0.26,0.03,0.08,1,274322,5209,5700
3sVrbsvXWQ0,2.8166666666666664,1.5533333333333337,0.49,0.8633333333333334,0.03,0.0,0.1566666666666666,0.8766666666666666,0.3566666666666666,1.0333333333333334,0.1833333333333333,0.5366666666666667,0.0,0.0033333333333333,0.4666666666666666,0.31,0.2266666666666666,2,291,4,10
3tdQO7zvmcA,0.0,0.0,0.11,0.0,1.31,1.73,0.2,1.78,1.38,1.88,0.55,0.0,0.0,0.45,1.8,1.79,0.0,0,76655,4200,445
3uEH8rj5cw8,1.02,0.01,0.0,1.36,2.63,1.82,0.34,0.77,1.65,0.0,1.76,0.0,0.0,0.29,2.55,2.02,0.0,0,174510,6573,460
3uOf_FMbW54,1.28,0.42,0.0,0.04,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,1,4946,52,12
3uSIf529AOg,0.74,0.09,3.215,0.48,0.33,0.595,0.47,0.51,0.055,0.975,0.205,1.265,0.32,0.12,1.535,1.1,0.88,1,147482,5892,347
3vouclvykqE,0.48,0.635,0.485,0.0,0.595,0.775,0.88,1.51,0.38,0.13,1.14,0.355,0.21,0.0,0.845,1.175,0.995,1,26309,424,139
3wP6uF6KEU4,0.51,0.0,0.375,0.0,1.085,0.375,0.85,1.14,1.21,2.57,0.09,0.16,1.475,0.0,0.99,0.5,0.13,0,45920,2295,267
3xy9jS1KwvY,0.11,0.22,0.83,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.3,0.48,0.0,0.0,0.64,2.34,0.87,1,188856,6116,1404
3y0EwY-WGBQ,1.815,2.325,0.0,2.3,0.0,0.0,0.0,1.525,0.825,0.0,0.48,0.635,0.475,0.0,0.32,0.075,0.0,2,1227367,33442,1645
401ZvQ11euA,2.22,2.17,0.0,0.07,0.72,2.1,0.92,1.65,0.66,0.19,1.06,0.0,0.76,0.0,1.51,1.96,0.96,2,559167,12346,4910
42sibaGVjY8,0.4024999999999999,0.0,0.105,0.605,1.825,1.7075,0.6275,1.0875,1.4225,1.7425,0.0,0.0,1.15,0.06,1.54,0.27,0.065,0,2030407,58860,8471
42t6Jk4JXrA,1.88,0.6,0.95,0.06,0.0,0.0,0.0,1.38,1.13,0.0,1.01,0.6,0.44,0.23,0.17,0.0,0.0,1,80955,2292,308
43SNx2y2Zt0,0.0366666666666666,0.0,0.2633333333333333,0.2466666666666666,1.3033333333333337,1.1866666666666668,0.9066666666666666,0.6266666666666666,1.0166666666666666,1.97,0.54,0.5566666666666666,1.0666666666666669,0.2266666666666666,0.6233333333333334,0.8233333333333334,0.1433333333333333,0,31669,1901,202
45MuxKYi-t0,1.0,0.8066666666666666,0.5416666666666666,1.3516666666666666,0.86,1.0633333333333332,0.3683333333333333,0.4049999999999999,1.1266666666666667,1.075,0.3833333333333333,0.2383333333333333,0.31,0.1683333333333333,1.5716666666666663,0.4866666666666666,0.2383333333333333,1,75268,3878,205
45j2p4FEI_o,0.0,0.0,0.0,0.13,1.15,2.11,0.89,0.0,1.69,0.72,0.0,0.0,0.14,0.0,0.85,0.0,0.0,0,13930,709,95
479RSxJ3Ml4,0.0,0.0,0.69,0.0,2.33,1.63,0.69,3.09,2.12,1.94,0.63,0.97,0.16,0.37,0.95,1.41,2.53,0,936484,24220,1475
49-rTbR5bss,1.3624999999999998,0.23,0.325,0.8425,0.245,0.65,0.1175,0.0025,0.33,0.01,0.7799999999999999,1.29,1.225,0.04,0.33,1.4175,0.0225,1,308654,15622,3141
4CIjiNM_p6M,0.315,0.0,0.5,0.365,0.655,0.36,0.105,0.21,1.03,0.32,0.085,0.0,0.11,0.0,0.69,0.0,0.54,1,5532,134,2
4DEqwJI-vdg,1.11,0.535,0.8,0.325,1.6,1.2799999999999998,0.8200000000000001,1.575,2.07,0.6950000000000001,0.11,0.0,0.0,0.0,2.28,0.79,0.0,0,48605,3997,795
4Fge8RG2zYU,0.3999999999999999,0.9225,0.0,1.4925,0.7325,0.6275,0.085,1.375,0.9025,1.035,0.1699999999999999,0.165,0.4625,0.1275,1.485,0.735,0.1875,1,1607815,28983,2093
4JyhBkXMymo,0.44,0.26,0.0,1.01,0.0,0.32,0.05,1.47,0.0,0.0,1.37,0.75,0.0,0.72,0.72,2.83,0.25,1,269522,5985,285
4OSt6WQ2K8A,0.295,0.0,0.0,0.0,1.59,2.06,0.7749999999999999,1.4,1.675,0.8049999999999999,0.0,0.0,0.0,0.09,1.725,0.22,0.0,0,7453,211,40
4OiOwDh5lKE,1.68,0.74,0.35,3.13,0.0,0.0,1.45,0.0,0.0,0.0,3.56,0.0,0.0,0.11,0.0,0.0,0.0,2,4968,663,100
4QJa07djrLY,1.115,0.4166666666666667,0.3216666666666666,1.7716666666666665,0.1666666666666666,0.055,0.0616666666666666,0.365,0.2683333333333333,0.4983333333333333,0.3933333333333333,0.5383333333333333,0.35,0.1733333333333333,0.2433333333333333,0.5916666666666667,0.0733333333333333,1,65541,2613,217
4QMHfDx_LpM,1.15,0.09,0.655,0.95,0.0,1.1,0.31,0.61,0.0,0.0,0.375,0.0,0.0,0.0,0.935,1.93,0.23,1,857756,53396,2176
4SOtYIJpO3w,0.7,0.33,0.0,0.59,1.6,1.35,0.61,2.72,1.77,1.95,0.0,1.05,1.65,1.56,0.39,0.0,0.0,0,65505,1613,249
4WQ17A_DBWs,0.54,0.01,0.0,0.925,0.88,1.66,0.51,0.845,0.31,0.125,2.18,0.32,1.35,0.495,0.84,1.715,0.0,1,5371,134,203
4YxAhOFHLxs,1.57,0.03,0.39,2.01,1.38,1.45,0.0,0.73,1.05,0.0,0.04,0.06,0.18,0.04,0.0,0.0,0.0,1,1882623,42173,5741
4ZlCwZj90Jk,0.385,0.165,0.055,0.31,1.825,1.2049999999999998,0.515,2.555,2.325,0.67,0.21,0.0,0.075,0.0,1.705,0.0,0.445,0,4550,243,64
4cCKve0dl3Y,0.75,0.43,0.605,0.675,0.565,0.515,0.52,1.05,0.325,0.33,0.0,0.04,0.0,0.215,0.285,0.24,0.185,1,300259,0,436
4gZVxxSeAn0,0.85,0.7250000000000001,0.0,0.8250000000000001,0.86,0.885,0.6,1.785,1.46,1.65,0.2249999999999999,0.0,0.64,0.0,2.18,0.37,0.385,0,156126,5785,231
4j_8rEyYEXw,0.0,0.03,0.25,0.16,0.32,0.77,0.0,0.0,0.0,0.34,0.33,0.85,0.76,0.0,0.0,0.82,0.58,1,300834,7475,436
4kXOQ2NOkxY,1.52,1.855,0.0,3.165,0.0,0.15,0.0,0.0,0.0,0.0,0.725,0.0,0.55,0.0,0.14,1.125,0.0,2,3028357,51528,5764
4l2eIDF9HZA,1.48,2.19,0.0,2.32,0.0,0.0,0.0,2.46,0.5,0.95,2.73,0.43,2.87,0.0,1.31,0.62,0.0,2,1979,164,15
4tDgX4VizyU,0.73,0.0,0.04,0.0,1.875,3.695,0.8700000000000001,0.695,1.05,0.46,2.5,0.37,0.42,0.13,2.205,0.105,0.355,0,784212,10022,1931
4uooe-9JKLI,1.15,1.405,0.98,2.025,0.0,0.625,0.0,1.0299999999999998,0.37,0.765,0.455,0.0,0.0,0.15,0.975,0.92,0.065,2,2459494,61376,2342
4zzhCbQE5iQ,0.8250000000000001,0.71,0.165,1.51,0.905,0.56,1.64,1.17,0.705,0.21,1.625,2.5,1.54,0.07,1.41,1.97,0.0,1,4923160,94041,4825
5-9kuktuMAY,0.528,0.4639999999999999,0.19,1.682,0.12,0.108,0.022,0.098,0.202,0.0,0.8879999999999999,0.3299999999999999,0.436,0.148,0.178,0.058,0.1,1,5678,148,7
5-DQpJj2j9s,0.85,0.33,0.0,1.3,0.18,0.37,0.85,0.0,0.0,0.0,0.73,2.83,0.0,1.73,0.0,2.02,0.0,1,176551,5338,795
5-nceCopalU,0.94,0.86,0.06,1.655,0.0,0.045,0.0,0.785,0.0,0.0,0.665,0.38,0.0,0.0,0.555,2.555,0.0,2,4310,241,51
50pNiKZZwUM,0.415,0.0,0.325,0.0,0.765,1.17,1.145,0.7450000000000001,0.385,1.965,0.515,1.04,1.21,0.04,0.5900000000000001,0.765,0.095,1,18995,956,90
51WJrV0aKPs,0.6425,0.4375,0.4775,0.6799999999999999,0.8562500000000001,0.55875,0.43875,1.01625,1.165,0.785,0.06,0.1649999999999999,0.1149999999999999,0.13375,0.83125,0.35,0.2075,1,39033,2580,246
53xojRfttn8,0.3,0.0499999999999999,0.62,0.1833333333333333,0.4299999999999999,1.3733333333333333,0.3166666666666666,0.1999999999999999,0.2733333333333333,0.5566666666666666,0.8633333333333333,1.2433333333333334,0.25,0.25,0.0,0.2333333333333333,0.1066666666666666,1,62625,2469,529
543Un3Rjabg,0.18,0.3725,0.185,1.51,0.0,0.12,0.1875,0.0825,0.1175,0.31,1.01,0.4625,0.0675,0.0275,0.1775,1.0675,0.1025,1,316291,8659,267
56_MEV8ClLg,0.2975,0.0,0.1475,0.3825,1.3225,0.9375,0.385,1.5175,1.25,1.43,0.2674999999999999,0.13,0.4575,0.1825,0.9825,0.1375,0.035,0,1205798,12823,1197
57TY0y5zpe0,0.0,0.0,0.0,0.0,1.18,1.07,0.0,2.81,2.38,0.36,0.0,0.0,0.0,0.0,2.05,0.99,0.88,0,23395,1090,61
5ABdJMdZX_s,0.59,0.0,0.34,1.62,0.515,0.0,0.1,0.78,0.63,0.66,0.4649999999999999,0.805,0.23,0.0,0.615,1.21,0.27,1,221778,7853,533
5AxdLyBlvhw,0.6375,0.3275,0.2375,0.6975,0.895,0.825,0.1125,1.52,1.4700000000000002,1.0425,0.1075,0.2474999999999999,0.0,0.0525,1.0325,0.38,0.12,0,458822,10057,445
5JAvzI-ZP14,0.27,0.975,0.305,0.5850000000000001,0.0,0.03,0.565,0.19,0.13,0.1,0.59,0.315,0.27,0.0,0.475,0.975,0.365,1,274872,8630,701
5KQH4Xvco4c,2.565,0.8450000000000001,1.095,0.52,0.345,0.115,0.0,1.185,1.095,0.8200000000000001,0.43,0.625,0.065,0.105,1.235,0.035,0.0,2,1487,33,24
5Khf5QBf0ss,1.5550000000000002,0.0,0.53,1.375,0.205,0.67,0.295,1.175,0.655,0.455,0.52,0.11,0.15,0.0,0.33,0.0,0.025,1,174,6,1
5Kiy94DYJk0,0.0,0.0,0.0,0.0,1.88,2.59,0.77,2.09,2.78,2.64,0.51,0.0,0.0,0.0,2.39,0.29,0.0,0,4452,0,54
5LW1VDVgr6k,0.305,0.0,0.05,0.0,2.16,2.52,0.5449999999999999,1.745,1.855,0.97,0.135,0.0,0.655,0.095,2.33,0.86,0.2,0,97152,6219,963
5N6hNyg43IY,0.6433333333333333,0.11,0.0,0.3866666666666666,0.0766666666666666,0.4200000000000001,0.1899999999999999,0.3433333333333333,0.0,0.1166666666666666,0.98,0.5233333333333333,0.24,0.0766666666666666,0.2166666666666666,0.2433333333333333,0.5499999999999999,1,416,9,0
5OsH70IAD1A,0.635,0.415,0.0,0.43,0.075,0.0,0.0,1.285,0.855,0.41,0.4349999999999999,0.54,0.57,0.46,0.115,0.08,0.18,1,73647,0,240
5PT1wLx87UE,1.0,0.5,0.91,0.29,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.28,0.0,1,593,43,83
5Puy1Px2YYc,1.06,0.23,0.05,0.79,0.22,0.0,0.0,1.67,0.9,0.75,0.0,0.87,0.45,0.27,0.0,0.0,0.0,1,15032,848,96
5XCy01h0N3w,0.95,0.0,0.38,1.415,1.06,1.01,0.17,0.655,1.16,0.195,0.0,0.0,0.0,0.0,0.875,0.105,0.27,1,89953,34,6
5bnWQLbGuKc,1.155,1.3,0.605,4.245,0.03,0.16,0.0,0.0,0.48,0.32,0.0,0.0,0.0,0.175,1.2000000000000002,1.42,0.0,2,49540,2495,105
5coE3hlNJ3I,0.255,0.0,0.355,0.435,0.515,0.215,0.19,0.075,0.755,0.395,0.56,0.245,0.0,0.08,0.0,0.76,0.66,1,784,41,17
5d7EYahP4Bg,0.27,0.0,0.6566666666666666,0.2799999999999999,0.48,1.6266666666666667,0.6733333333333333,0.1733333333333333,0.0366666666666666,0.5266666666666667,0.7966666666666667,0.0766666666666666,0.7866666666666666,0.1566666666666666,0.0933333333333333,0.03,0.0866666666666666,1,266265,6622,451
5dOG_pW1mk8,1.17,0.0,0.2,0.0,1.79,2.895,0.125,0.89,1.52,1.14,0.11,0.0,0.585,0.415,1.175,0.195,0.45,0,3656,138,51
5eoPZMtIUBw,1.305,0.1916666666666666,1.1558333333333333,0.6466666666666667,0.3183333333333333,1.1675,0.37,0.3291666666666666,0.4216666666666667,0.5483333333333333,0.4758333333333333,0.2733333333333334,0.3983333333333334,0.2758333333333333,0.285,0.0633333333333333,0.1341666666666666,1,1922799,29113,1095
5gwTgaGCyYE,0.97,0.0,0.12,2.36,0.52,0.0,0.0,0.85,0.58,1.15,1.98,0.0,0.0,1.4,1.15,0.05,0.37,1,324727,8735,1170
5l0FJ_t4NQo,0.5566666666666666,0.0,0.4133333333333333,0.0,0.36,1.1966666666666663,0.0466666666666666,0.64,0.5033333333333333,0.5466666666666667,0.2433333333333333,0.21,0.0066666666666666,0.0933333333333333,0.73,0.6533333333333333,0.2466666666666666,1,703213,15834,1187
5mlZPHOKh60,0.435,0.13,0.025,0.0,2.05,1.56,0.7150000000000001,2.515,2.24,0.58,0.215,0.07,0.23,0.0,1.67,0.81,0.125,0,12593,827,80
5oZQfIs_-8s,0.89,0.64,0.0,0.0,1.08,1.62,0.0,1.47,2.09,0.95,0.0,0.0,0.0,0.17,0.19,0.12,0.68,0,6787,101,18
5rRwJuCdNDo,1.16,0.21,0.1925,0.93,0.3475,0.2125,0.605,0.31,0.085,0.5475,1.9525,0.345,0.0,1.25,0.595,0.565,0.295,1,405384,14004,1132
5seK3IKQZDw,0.14,0.0,0.25,0.97,0.12,0.77,0.0,0.36,0.0,0.0,0.29,1.17,0.61,0.07,0.25,0.0,0.07,1,404,17,3
5ux5BrTZwXM,1.88,1.82,0.06,0.0,0.0,0.0,0.0,1.1,0.15,1.44,0.0,0.3,0.0,0.0,0.1,0.0,0.69,2,484195,19075,812
5wuUNfOBBjc,0.8775000000000001,1.02,0.1725,0.5900000000000001,0.0,1.0725,0.475,0.6675,0.1149999999999999,0.2275,0.9675,0.0675,0.6425000000000001,0.0475,0.9525,1.3525,0.665,1,289677,5416,567
5xVeZrpVzow,0.3799999999999999,0.0266666666666666,0.5866666666666667,0.99,0.1766666666666666,0.9533333333333333,0.0,0.46,0.2433333333333333,0.2733333333333333,0.5966666666666667,0.0,0.25,0.0,0.6066666666666667,1.0133333333333332,0.0,1,38195,412,120
5xiTu6aUkQE,1.2966666666666666,1.7033333333333334,0.5633333333333334,1.1333333333333333,0.9733333333333332,1.61,0.0,1.1366666666666667,1.22,1.24,0.8366666666666666,0.4733333333333333,0.7066666666666667,0.15,0.9066666666666668,0.7866666666666666,0.44,2,530923,15663,978
5xjSpw04q8k,0.1633333333333333,0.1933333333333333,0.2033333333333333,0.8616666666666667,0.61,0.7316666666666666,0.4833333333333333,0.3266666666666667,0.7266666666666667,0.2766666666666666,0.6116666666666667,0.6316666666666667,0.27,0.0,0.6366666666666667,0.5083333333333333,0.2633333333333333,1,1963000,32257,1268
60RF_6NQQu8,0.0,0.675,0.6799999999999999,0.0,2.575,2.645,1.685,1.31,2.1950000000000003,0.88,0.375,0.0,0.195,0.0,3.05,0.52,0.27,0,20821,1243,196
61AVQo4qIYg,1.71,0.48,0.0,0.54,0.0,1.08,0.0,0.0,0.0,0.0,0.12,0.5,0.0,0.13,0.28,1.23,0.54,1,1184,16,7
62WGyHcb8So,1.34,0.12,0.0,0.76,1.54,0.42,0.72,0.55,0.63,0.0,0.0,0.0,0.84,0.0,0.96,0.0,0.0,1,13507,689,76
67n-hrCYiSI,0.91,0.28,1.005,0.875,0.875,1.72,0.01,1.645,1.44,1.765,0.47,1.755,0.39,0.64,0.92,0.94,0.0,1,155188719,2621954,143327
69CZQlrfkkU,0.66,1.12,0.195,1.025,1.5450000000000002,1.245,0.655,0.955,1.835,0.6000000000000001,0.035,0.0,1.11,0.0,2.185,1.465,0.37,0,56218,2035,145
6BZm8EvZXpQ,0.6,0.0,0.0,1.265,0.0,0.0,0.64,0.0,0.285,1.03,1.6,0.875,0.0,0.26,0.31,1.48,0.455,1,206602,7993,774
6BzWXEy4t14,0.7183333333333334,0.0233333333333333,0.52,0.9533333333333336,0.4399999999999999,0.5833333333333334,0.6183333333333333,0.4666666666666666,0.2533333333333333,0.7416666666666667,0.88,0.3266666666666666,0.8683333333333333,0.1849999999999999,0.495,0.1666666666666666,0.1916666666666666,1,9247,242,27
6Ko-j7nzMHg,0.515,0.0,1.115,0.645,0.99,1.035,0.73,1.455,1.16,2.325,0.205,0.045,0.325,0.275,0.81,0.0,0.095,0,150822,4622,257
6MGjjWLbhD0,0.7700000000000001,0.2,0.7140000000000001,0.358,0.0,0.5619999999999999,0.128,0.486,0.0,0.21,0.14,0.0,0.274,0.0,0.32,0.5239999999999999,0.1619999999999999,1,114,12,4
6Mhtr5yE-kc,0.0,0.0,0.0,0.22,2.2,3.17,0.58,1.88,3.42,1.28,0.03,0.0,0.3,0.51,3.46,0.86,0.0,0,57097,3488,279
6PgoxhEjKS0,0.614,0.372,0.52,0.972,0.526,0.0,0.29,0.6040000000000001,0.6759999999999999,0.458,0.1159999999999999,0.196,0.474,0.1339999999999999,0.65,0.188,0.2,1,112924,4187,418
6SqnPdh85fw,1.0,0.13,0.485,1.535,0.285,0.59,0.12,1.095,1.16,1.13,0.2,0.395,0.0,0.02,1.515,1.07,0.16,1,20083,512,113
6TiMvS0rE2I,0.33,0.0,0.48,0.3,1.03,0.525,0.15,1.42,1.675,0.93,0.205,0.0,0.0,0.0,1.705,0.0,0.0,0,134338,0,328
6TiRTK7dfXw,1.035,1.925,0.1,1.01,1.83,1.0,0.305,1.4700000000000002,3.46,1.6949999999999998,0.0,0.0,0.48,0.0,3.66,1.24,0.325,0,13154,555,152
6VBPJGD2d7w,1.92,2.245,0.495,1.885,0.3,2.0,0.195,0.73,0.095,0.02,1.4,0.8800000000000001,0.235,0.37,0.205,0.67,0.895,2,61570,1143,431
6VzkSdMg1tM,0.51,0.0,0.54,0.23,0.0,0.0,0.0,0.62,0.0,0.0,1.67,0.54,0.0,0.0,0.02,0.15,0.0,1,9921,595,69
6XyGH06X2aY,0.725,0.27,0.18,1.11,0.0,0.4,0.0,0.25,0.0,0.0,0.955,0.325,0.0,0.545,0.0,0.0,0.02,1,97880,6575,492
6Y1r34RBXpk,0.33,0.0699999999999999,0.0433333333333333,0.8216666666666667,0.2033333333333333,0.3283333333333333,0.0949999999999999,0.1833333333333333,0.6766666666666667,0.4466666666666666,0.5133333333333333,0.3366666666666666,0.2416666666666666,0.1933333333333333,0.4183333333333333,0.5116666666666666,0.5316666666666667,1,66897,2188,91
6ZxnCsOKDww,0.375,0.0,1.0,0.37,1.6,0.185,0.385,1.81,1.925,1.5299999999999998,0.265,0.37,0.44,0.07,1.185,1.075,0.7250000000000001,0,745,29,8
6fnKelBiaDk,1.4266666666666667,0.3733333333333333,1.1766666666666663,0.6666666666666666,1.5,1.27,0.2033333333333333,1.0366666666666668,1.5133333333333334,1.163333333333333,0.2566666666666666,0.0,0.79,0.04,1.7333333333333334,0.12,0.0,0,1328541,49784,3575
6ftiWoCJ4dM,0.0,0.0,0.0,1.66,0.63,0.43,0.26,1.95,0.72,0.81,0.81,0.17,0.16,0.0,0.09,1.25,0.0,1,852,27,36
6gCEl31uiE8,0.27,1.12,0.17,1.18,2.89,1.98,1.09,2.53,2.9,1.35,0.12,0.0,0.71,0.79,2.13,0.61,0.75,0,42034,869,62
6hIu5oIB9n0,0.15,0.2249999999999999,0.0,0.275,1.005,1.095,0.135,0.7625,1.4675,0.8275,0.1075,0.065,0.64,0.0849999999999999,0.9,0.07,0.23,1,90318,3029,263
6jS9lvibXVU,1.075,1.045,0.5850000000000001,2.225,0.0,0.11,0.0,0.64,0.0,0.45,0.8099999999999999,0.58,0.0,0.085,1.0599999999999998,0.85,0.0,2,51223,2467,187
